url,canonical_url,content_sha256,search_term,agent,fetched_at,http_status,archive_url,paywall,source_tier,primary_or_synthesis,recency_year,summary
https://www.pulumi.com/blog/dark-factory-pattern-pulumi-autonomous-iac/,https://www.pulumi.com/blog/dark-factory-pattern-pulumi-autonomous-iac/,121b5b1e2999f2923f667f510e2ec3665cbf05368249ef351ea4f74aeb203e7b,dark factory pattern infrastructure IaC autonomous,domains,2026-05-06T00:00:00Z,200,,false,2,synthesis,2026,"infra/IaC: Pulumi proposes a 4-phase rollout of the Dark Factory pattern for autonomous IaC, citing StrongDM (32k LOC) and Stripe Minions (1000+ PRs/wk) as anchor cases and stressing tighter blast-radius gates than app code."
https://stripe.dev/blog/minions-stripes-one-shot-end-to-end-coding-agents,https://stripe.dev/blog/minions-stripes-one-shot-end-to-end-coding-agents,58e6a45811ed3bb0d2aa50d8c4d749889e27f219014cb15ad3be83d9b7c848d3,Stripe Minions autonomous coding agent payments,domains,2026-05-06T00:00:00Z,200,,false,2,primary,2026,"fintech/payments + internal tooling: Stripe's Minions ship 1000+ PRs/week of one-shot, end-to-end agent-written code in their Ruby payments monorepo; sandboxed dev VMs, cap retries at 2 to avoid burning compute, all PRs still receive human review before merge."
https://stripe.dev/blog/minions-stripes-one-shot-end-to-end-coding-agents-part-2,https://stripe.dev/blog/minions-stripes-one-shot-end-to-end-coding-agents-part-2,c9f7182550039f06cc298bc5506022d20bd7d0a203fccc1a7c35d0be11f39749,Stripe Minions architecture deterministic agentic nodes,domains,2026-05-06T00:00:00Z,200,,false,2,primary,2026,"fintech/payments: Part 2 of Stripe's Minions describes blueprint architecture mixing deterministic and agentic nodes for high-volume PR generation; reinforces internal-tooling dominance."
https://law.stanford.edu/2026/02/08/built-by-agents-tested-by-agents-trusted-by-whom/,https://law.stanford.edu/2026/02/08/built-by-agents-tested-by-agents-trusted-by-whom/,099f3c42a82d5db68817da96a4f838e8ec1df85e8b94d6f6de3f96f79f7f935b,dark factory legal regulated accountability StrongDM,domains,2026-05-06T00:00:00Z,200,,false,2,synthesis,2026,"regulated/legal commentary on security domain: Stanford CodeX argues StrongDM's choice to build security software with no human review creates accountability, disclosure, and warranty gaps; existing FTC, product-liability, and insurance frameworks have no category for unreviewed agent code."
https://www.specode.ai/blog/phi-hipaa-vibe-coded-healthcare-app,https://www.specode.ai/blog/phi-hipaa-vibe-coded-healthcare-app,a72f5fd263cefb3e46ffe33af4c907c6a1b24c0e128f152f76457de5f6cdd88d,vibe coding healthcare HIPAA PHI failure,domains,2026-05-06T00:00:00Z,200,,false,3,synthesis,2026,"healthcare: Specode catalogs concrete failure modes of vibe-/agent-coded healthcare apps under HIPAA — plaintext PHI storage, missing audit logs, hallucinated encryption (encryptPHI() that's actually base64), no BAA coverage, JWTs without expiry."
https://mexicobusiness.news/health/news/vibe-coding-healthcare-innovation-or-compliance-time-bomb,https://mexicobusiness.news/health/news/vibe-coding-healthcare-innovation-or-compliance-time-bomb,c7f1c8f877ed55a6e104a6675e18ab8c00d21cd5a35163f626e41691a2252033,vibe coding healthcare compliance time bomb,domains,2026-05-06T00:00:00Z,200,,false,3,synthesis,2026,"healthcare: Mexico Business News frames vibe/dark-factory coding in healthcare as a 'compliance time bomb', citing low enterprise adoption (28% healthcare, 34% financial services) and patient-trust risks."
https://arxiv.org/html/2601.10220v1,https://arxiv.org/html/2601.10220v1,e141d2ead39d27464b6cd66fafd1a7af4cd02470dde936259fa277ea134b0866,agentic pipelines embedded software engineering,domains,2026-05-06T00:00:00Z,200,,false,1,primary,2026,"embedded/firmware: Sun & Staron (Chalmers, Jan 2026) qualitative study of 10 senior engineers across 4 embedded firms finds Dark-Factory-style autonomy blocked by non-determinism, certification gaps, and 10+ year traceability requirements ('we can check in the compiler from 10 years ago, but not the LLM')."
https://www.databricks.com/blog/agentic-data-engineering-genie-code-and-lakeflow,https://www.databricks.com/blog/agentic-data-engineering-genie-code-and-lakeflow,42c8c5aa1397347a052ef38148ba472d264cdcdc97931dd10c21a79c27723d47,agentic data engineering Databricks Genie autonomous,domains,2026-05-06T00:00:00Z,200,,false,2,primary,2026,"ML/data engineering: Databricks Genie Code (April 2026) targets data-engineering pipelines but explicitly keeps human-in-the-loop on every change; full autonomy ('AI-optimized workloads' running unattended) is positioned as future work, not current capability."
https://hackernoon.com/the-dark-factory-pattern-moving-from-ai-assisted-to-fully-autonomous-coding,https://hackernoon.com/the-dark-factory-pattern-moving-from-ai-assisted-to-fully-autonomous-coding,7b0d132e179d1b1d047d4f8aee145effc2d50c2edcb5e5dc69a19c9d55667e7e,dark factory pattern autonomous coding,domains,2026-05-06T00:00:00Z,200,,false,3,synthesis,2026,"internal tooling/microservices: HackerNoon walkthrough of an 8-engineer platform team running a Dark Factory over ~12 microservices (Java/TypeScript/Spring Boot); claims 3-10x velocity, leans on holdout-scenario validation borrowed from StrongDM."
https://www.mindstudio.ai/blog/what-is-a-dark-factory-ai-coding,https://www.mindstudio.ai/blog/what-is-a-dark-factory-ai-coding,f60924ba8a744d164ba9452032657ca3358e61153e82f4a8b5d7d6c20d88c545,dark factory AI coding best fit domain,domains,2026-05-06T00:00:00Z,200,,false,3,synthesis,2026,"domain decision rule: MindStudio enumerates Dark-Factory best-fit domains (migrations, refactors, dependency updates, boilerplate, test writing) vs explicit excludes (auth, payments, user data, core infra, novel business logic)."
