url,canonical_url,content_sha256,search_term,agent,fetched_at,http_status,archive_url,paywall,source_tier,primary_or_synthesis,recency_year,summary
https://github.com/strongdm/attractor,https://github.com/strongdm/attractor,03f9c64e9454f43c35cede16a8fb9df80d18113e89353143833db7d582b9273c,Attractor,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,"StrongDM's public NLSpec of Attractor — the non-interactive coding agent at the heart of the Software Factory; spec-only repo, implementation is whatever a coding agent produces from it."
https://github.com/strongdm/cxdb,https://github.com/strongdm/cxdb,8e2c536a3e85a52fdd51759dbf591f6a13d1585b915b4e502513e2613e1069c0,CXDB,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,StrongDM's open-source AI Context Store — content-addressed Turn DAG plus Blob CAS for immutable agent conversation/tool-output traces; the storage layer of the Dark Factory pattern.
https://github.com/All-Hands-AI/OpenHands,https://github.com/openhands/openhands,54a83b431fc38a17ac244766a1e225f13750c369b615240c3ca9898c91d87d2f,open source coding agent harness,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,OpenHands (formerly OpenDevin) — open coding-agent platform with SDK/CLI/GUI; the most mature OSS replacement for the proprietary inner loop in a Dark Factory build.
https://github.com/cline/cline,https://github.com/cline/cline,535d0fb765dc65e140c27d8401b2b9ca4692f84816e9cb049c57d9ffed569e8c,coding agent harness,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,"Cline — model-agnostic, review-first VS Code coding agent; reference implementation of the inner agentic loop that Dark Factory builds typically downgrade by removing the human-confirmation step."
https://github.com/Aider-AI/aider,https://github.com/aider-ai/aider,3bf94bfdebc50338a2ea56ce82077e1a13aefd451790cbbad758fe3287e24b63,coding agent harness,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,Aider — terminal-native git-aware coding agent with strong SWE-bench scores; the kind of CLI agent parallel orchestrators spawn N copies of in worktrees.
https://github.com/SWE-agent/SWE-agent,https://github.com/swe-agent/swe-agent,de678f8382956e6e0f741f44d5f456e5468a3dfa9a36423cd8fef31b3b8081df,coding agent harness,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2024,SWE-agent — Princeton/CMU research-grade coding agent with a constrained Agent-Computer Interface; baseline target for most coding-agent eval pipelines. Active maintenance through 2026; pre-floor origin (2024) but still relevant.
https://github.com/RooCodeInc/Roo-Code,https://github.com/roocodeinc/roo-code,efa2bcbdaa86028ac07d8bf9d9da663803702c885bcc972853f92b6fe1de5034,coding agent harness,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,Roo Code — Cline fork with custom 'modes' that constrain agent capabilities per phase; closest open analog to the multi-phase nodes in StrongDM's Attractor graph.
https://github.com/yamadashy/repomix,https://github.com/yamadashy/repomix,c593b7f4cf71e1a1c7fec84ab5999b535e13fa0d2cb144b87a346f70101c3ac4,repomix prompt context packing,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,Repomix — packs an entire repo into AI-friendly bundles with tree-sitter compression and an MCP server; the context-packing utility coding agents use to fit codebases into context.
https://github.com/huggingface/smolagents,https://github.com/huggingface/smolagents,9b706e7e8554b07a47dde3446e01551ad220086a3bf6e2cfe78f9c9de2ec525e,smolagents,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,smolagents — Hugging Face's barebones code-as-action agent library; lightweight inner-agent option for narrow Dark Factory scenarios.
https://github.com/browser-use/browser-use,https://github.com/browser-use/browser-use,5587cb1c8fcfacca89d040a7f69b14db4ceaaca70bff4f6468e24305a57bd1dd,browser-use agentic dev,libraries,2026-05-06T17:00:00Z,200,,false,2,primary,2026,browser-use — LLM browser automation framework; closest OSS analog to a piece of StrongDM's Digital Twin Universe for third-party-service interaction.
