url,search_term,one_sentence_summary,relevance,sha256
https://world.hey.com/johnnybutler/dark-factory-no-humans-should-write-code-and-what-it-taught-me-3f1a06f0,"""dark factory"" ""I tried"" OR ""my experience"" coding agents no review","Personal first-hand experiment running a spec-driven dark factory on a personal site, with the takeaway that real adoption in legacy monoliths means carving out bounded ""micro-factories.""",1,a49e63a68052ebdfc7eb067354adc76b39a9e691cb9a2b0807151e9b46659960
https://abaditya.com/2026/03/05/the-dark-factory-engineering-teams-that-run-with-the-lights-off/,"""abaditya.com"" ""dark factory"" engineering teams experience","Engineering leader's first-hand reflection arguing dark factories are heavily governed (linters/tests/patterns as preconditions) and shift the role of engineer from coder to system designer.",1,30dda3fe8e739e0432af34ec73027789e60aa9567912b76447cf538a58ff6c7d
https://medium.com/@polyglot_factotum/slop-review-with-ai-the-dark-factory-ffca22406822,"""polyglot_factotum"" medium dark factory slop review","Skeptical first-hand technical review of StrongDM's open-sourced Rust code, calling the architecture ""smoke and mirrors"" and the Attractor loop ""formal software that isn't formal at all.""",1,6948937e2dc50c94739f788911b4e0b01e9b42cdc1285272681fe2969fe10632
https://natesnewsletter.substack.com/p/the-5-level-framework-that-explains,"""natesnewsletter"" ""5 level framework"" dark factory developers slower","Widely-cited Substack essay synthesising Shapiro's 5-level framework, the StrongDM case, and field data showing typical AI users are 19% slower while believing they are 24% faster.",1,fb9db13a5148c15cd3b71e1da69e10ff3fa98ef708f69e30694215236685edb9
https://ona.com/stories/software-factory-what-we-learned,"""we built a software factory in 10 days"" Ona learned","First-hand 10-day company experiment: 375 PRs, 67k LOC, zero human-written code, with the lesson that spec quality - not model capability - dominated outcomes.",1,b7a4224c08438c52e90c0e55eed3fd2793233c14640a988ea3f3dbd8e4362338
https://anthony-chaudhary.medium.com/building-an-ai-factory-scaling-autonomous-development-to-18-000-commits-in-30-days-2e5f09d413bc,"""18,000 commits"" ""30 days"" AI factory Anthony Chaudhary autonomous","Pre-StrongDM first-hand 30-day case study (18,000 autonomous commits) shipping a production log-analytics backend, claiming AI-factory output is more consistent and traceable than human work.",1,7298c511caa50f349cd19f1ab43a82b01ec63822927e11482b6820eb0bc9c49b
https://blog.kronis.dev/blog/i-blew-through-24-million-tokens-in-a-day,"""kronis"" ""24 million tokens"" claude code factory experience","Numbers-first first-hand account of consuming 24M tokens/day across ~150 files for under $2 on Cerebras, arguing RPS - not money - is the real dark-factory limit.",1,54f11410c82d9ad18f1c09dda0bdac6fd053f0f6a35d5292e97671d79ee4a383
https://news.ycombinator.com/item?id=46924426,"Hacker News ""software factory"" StrongDM dark factory discussion","Flagship HN thread on Simon Willison's StrongDM piece, where engineers reviewed the released Rust code in real time and StrongDM's Jay Taylor responded.",1,8282baf1e46ef0950bfd7d566ed28bb88884d2667b948c2a4ce9f9efefb0284e
https://factory.strongdm.ai/,"""factory.strongdm.ai"" manifesto coding agents","First-party StrongDM Software Factory site documenting the three rules, Specs/Scenarios/Attractor/Satisfaction vocabulary, and the Digital Twin Universe.",1,6e7fbc41240b9d77e5a4822cc1df1cd741f688b48a872a13b1b12cc62f629931
https://rywalker.com/research/strongdm-factory,"""rywalker.com"" StrongDM factory research reflections","Structured ""recommended for / not recommended for"" first-hand analysis of StrongDM's pattern, flagging DTU build cost and audit-trail incompatibility as adoption barriers.",2,ad650a141caf2520463209da4cd431293504b8aa9006e77d935b6a50cb66f404
https://simonwillison.net/2026/Feb/7/software-factory/,"""dark factory"" software development AI agents StrongDM case study","Canonical Simon Willison reportage of his October 2025 visit to StrongDM, introducing the Dark Factory term and the three rules to the AI coding community.",1,054024b767567ba80e4192f5af4a3ae225019be7c95e72d35ce79333783c9127
https://news.ycombinator.com/item?id=47226107,"""OctopusGarden"" autonomous software factory specs in code out HN","Show HN for OctopusGarden, an open-source clone-of-StrongDM-pattern dark factory (specs+scenarios+attractor+satisfaction) that anyone can run locally.",2,55dec355d61ea215b937f0ad2ad030aad3ab853f9757ceb0ba1fbc4748b9cf82
https://signals.aktagon.com/articles/2026/03/the-dark-factory-why-most-developers-are-getting-slower-while-ai-writes-90-of-code/,"""signals.aktagon.com"" dark factory developers slower AI 90%","Engineering blog synthesising the StrongDM case with Anthropic's Claude Code (90% AI-written, lead hasn't coded in months) and 2025 RCT showing 19% slowdown for typical users.",1,77432d21a2781312ed283732656b4fe54fd9a049ad6259737a019d5beb0bb20e
https://alexop.dev/posts/the-software-factory/,"""alexop.dev"" software factory team work same again","Working web developer's first-hand account of running Claude Code as a scheduled cloud agent, with handoffs (BA -> PO -> dev -> QA) replaced by direct spec-to-PR flow.",1,e684ae481452759e25c4a56010ea4d4cab53684a829c258b96aea188cefc8f5b
